Study;Subsample;Clusters;Pairs;Measure;MonoN;MonoMean;MonoSD;BiN;BiMean;BiSD;Year_0f_Publication;Peer;Country;Sample description;L1;L2;LanguagePair;AgeGroup;B_AgeM;B_AgeSD;M_AgeM;M_AgeSD;AoA_early;AoA_child;Prof_L2;Immigrant;IQ_match;Educ_match;Vocab_match;Stimuli;StimulusMaterial;TestingLanguage;Task;Domain;TaskMeasure;MeasureType;TaskVersion;RT/ACC;Reverse
Bialystok et al. (2008a);1;19;24;460;24;3,5;0,7;24;2,8;1,2;2008;peer;CAN;Young adults;ENG;> 2;other;younger;19,7;NA;20,7;NA;NA;NA;high;One;NA;1;3;Wooden blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;Corsi;3;reversed
Bialystok et al. (2008a);1;19;24;461;24;3,8;1,2;24;3,3;0,9;2008;peer;CAN;Young adults;ENG;> 2;other;younger;19,7;NA;20,7;NA;NA;NA;high;One;NA;1;3;Wooden blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Bialystok et al. (2008a);2;20;25;350;24;94,7;5,4;24;96,9;3,2;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Digits;V;0;SART;Attention;SART;SART_Acc;SART;2;reversed
Bialystok et al. (2008a);2;20;25;44;24;15,7;5,4;24;20,1;3,9;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Animals (ENG/no information on L1/L2);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Bialystok et al. (2008a);2;20;25;270;24;34,9;13,9;24;45,4;7,7;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Letters FAS (ENG/no information on L1/L2);V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Bialystok et al. (2008a);2;20;25;655;24;60,7;143,1;24;0,2;7,7;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Arrows;NV;NA;Stroop;Inhibition;StroopInhibition;Effect;SpatialStroop;1;
Bialystok et al. (2008a);2;20;25;682;24;309;112;24;263;78;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Words (ENG/no information on L1/L2);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Bialystok et al. (2008a);2;20;25;462;24;2,3;0,7;24;2,5;0,7;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Wooden blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;Corsi;3;reversed
Bialystok et al. (2008a);2;20;25;463;24;3,5;0,8;24;3,5;0,8;2008;peer;CAN;Older adults;ENG;> 2;other;older;68,3;NA;67,2;NA;NA;NA;high;One;NA;1;3;Wooden blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Bialystok et al. (2008b) ;1;21;26;45;12;22,3;3,9;24;23,3;5,4;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;high;One;NA;1;3;Animals (ENG/L2);V;2;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Bialystok et al. (2008b) ;1;21;26;271;12;14,6;3,8;24;16,6;2,5;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;high;One;NA;1;3;Letters FAS (ENG/L2);V;2;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Bialystok et al. (2008b) ;1;21;26;606;12;3,6;0,5;24;2,8;1,2;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;high;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;1;21;26;607;12;3,8;1,2;24;3,3;0,9;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;high;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;2;21;27;46;12;20,3;3,6;24;23,3;5,4;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;other;One;NA;1;3;Animals (ENG/L2);V;2;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Bialystok et al. (2008b) ;2;21;27;272;12;13,7;3,7;24;16,6;2,5;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;other;One;NA;1;3;Letters FAS (ENG/L2);V;2;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Bialystok et al. (2008b) ;2;21;27;608;12;3,3;0,9;24;2,8;1,2;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;other;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;2;21;27;609;12;3,8;1,3;24;3,3;0,9;2008;peer;CAN;University students;ENG;> 2;other;younger;19,7;NA;20,7;NA;early;child;other;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;3;22;28;47;26;21,4;4,8;16;20;4,8;2008;peer;CAN;University students;ENG;> 2;other;younger;21,5;1,9;21,3;1,3;other;other;high;One;NA;1;3;Animals (ENG/L2);V;2;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Bialystok et al. (2008b) ;3;22;28;273;26;15,7;3,9;16;12,9;3,4;2008;peer;CAN;University students;ENG;> 2;other;younger;21,5;1,9;21,3;1,3;other;other;high;One;NA;1;3;Letters FAS (ENG/L2);V;2;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Bialystok et al. (2008b) ;3;22;28;610;26;9,6;2,3;16;10,4;1,4;2008;peer;CAN;University students;ENG;> 2;other;younger;21,5;1,9;21,3;1,3;other;other;high;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;3;22;28;611;26;10,1;2,4;16;10,8;2,3;2008;peer;CAN;University students;ENG;> 2;other;younger;21,5;1,9;21,3;1,3;other;other;high;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;4;22;29;48;24;16,7;5,3;16;20;4,8;2008;peer;CAN;University students;ENG;> 2;other;younger;21,2;1,8;21,3;1,3;other;other;other;One;NA;1;3;Clothing items  (ENG/L2);V;2;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Bialystok et al. (2008b) ;4;22;29;274;24;11,7;3,6;16;12,9;3,4;2008;peer;CAN;University students;ENG;> 2;other;younger;21,2;1,8;21,3;1,3;other;other;other;One;NA;1;3;Letters FAS (ENG/L2);V;2;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Bialystok et al. (2008b) ;4;22;29;613;24;9;2,7;16;10,8;2,3;2008;peer;CAN;University students;ENG;> 2;other;younger;21,2;1,8;21,3;1,3;other;other;other;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Bialystok et al. (2008b) ;4;22;29;612;24;9,7;2,1;16;10,4;1,4;2008;peer;CAN;University students;ENG;> 2;other;younger;21,2;1,8;21,3;1,3;other;other;other;One;NA;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Blumenfeld (2008);1;37;46;645;24;469,7;57,81;24;469,5;57,81;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Arrows;NV;NA;Stroop;Inhibition;StroopInhibition;Incongruent;SpatialStroop;1;
Blumenfeld (2008);1;37;46;663;24;491,8;58,79;24;494,2;58,79;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Arrows;NV;NA;Stroop;Inhibition;StroopInhibition;Incongruent;SpatialStroop;1;
Blumenfeld (2008);1;37;46;690;24;472,8;49,48;24;457,7;49,48;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Words and arrows (ENG/L1);V;1;Stroop;Inhibition;StroopInhibition;Incongruent;StroopWordColor;1;
Blumenfeld (2008);1;37;46;689;24;445,7;38,7;24;423,9;38,7;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Words and arrows (ENG/L1);V;1;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
Blumenfeld (2008);1;37;46;644;24;425,3;50,95;24;423,8;50,95;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Arrows;NV;NA;Stroop;Monitoring;StroopMonitoring;GlobalRT;SpatialStroop;1;
Blumenfeld (2008);1;37;46;662;24;442,4;50,95;24;445,4;50,95;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Arrows;NV;NA;Stroop;Monitoring;StroopMonitoring;GlobalRT;SpatialStroop;1;
Blumenfeld (2008);1;37;46;505;24;17,6;2,4;24;17,4;2;2008;other;USA;Young adults;ENG;SPA;EngSpa;younger;21,7;3,3;21,6;5,2;early;child;high;NA;1;NA;1;Digits (ENG/L1);V;1;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Chichibu et al. (2008);1;49;61;375;18;41,24;28,36;18;17,67;20,83;2008;other;USA;Young adults;ENG;JAP;other;younger;24,31;NA;20,1;NA;NA;NA;NA;One;NA;1;1;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Chichibu et al. (2008);1;49;61;614;18;10,29;1,6;18;8;1,53;2008;other;USA;Young adults;ENG;JAP;other;younger;24,31;NA;20,1;NA;NA;NA;NA;One;NA;1;1;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Chichibu et al. (2008);1;49;61;615;18;11,22;1,9;18;8,44;2,38;2008;other;USA;Young adults;ENG;JAP;other;younger;24,31;NA;20,1;NA;NA;NA;NA;One;NA;1;1;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Chichibu et al. (2008);1;49;61;509;18;12,61;1,79;18;10,72;2,16;2008;other;USA;Young adults;ENG;JAP;other;younger;24,31;NA;20,1;NA;NA;NA;NA;One;NA;1;1;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Chichibu et al. (2008);1;49;61;510;18;10,06;1,96;18;6,22;2,07;2008;other;USA;Young adults;ENG;JAP;other;younger;24,31;NA;20,1;NA;NA;NA;NA;One;NA;1;1;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Costa et al. (2008);1;54;69;127;100;22;40;100;32;47;2008;peer;SPA;University students;SPA;CAT;SpaCat;younger;22;NA;22;NA;early;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Costa et al. (2008);1;54;69;128;100;74;47;100;79;60;2008;peer;SPA;University students;SPA;CAT;SpaCat;younger;22;NA;22;NA;early;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Costa et al. (2008);1;54;69;130;100;107;80;100;97;60;2008;peer;SPA;University students;SPA;CAT;SpaCat;younger;22;NA;22;NA;early;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Costa et al. (2008);1;54;69;129;100;609;67;100;590;57;2008;peer;SPA;University students;SPA;CAT;SpaCat;younger;22;NA;22;NA;early;child;high;Three;NA;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;ANT;1;
Feng (2008);1;69;87;336;22;4,3;1,1;22;4,1;0,8;2008;other;CAN;Introductory psychology course students;ENG;> 2;other;younger;20,3;2,5;21,4;3,1;other;child;NA;NA;NA;1;1;Series of spatial locations;NV;NA;LNS;WM;LNS;LNS;MatrixSpan;3;reversed
Feng (2008);1;69;87;314;22;4,5;0,7;22;4,7;0,8;2008;other;CAN;Introductory psychology course students;ENG;> 2;other;younger;20,3;2,5;21,4;3,1;other;child;NA;NA;NA;1;1;Words (ENG, L1/L2);V;0;LNS;WM;LNS;LNS;AlphaSpan;3;reversed
Feng (2008);1;69;87;489;22;5,7;0,6;22;5,6;0,9;2008;other;CAN;Introductory psychology course students;ENG;> 2;other;younger;20,3;2,5;21,4;3,1;other;child;NA;NA;NA;1;1;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Feng (2008);2;70;88;343;45;6;0,2;49;5,8;0,2;2008;other;CAN;Students;ENG;> 2;other;younger;19,7;1,5;20,2;1,7;other;child;high;Two;1;1;3;Squares with different colours;NV;NA;LNS;WM;LNS;LNS;MatrixSpan;3;reversed
Feng (2008);2;70;88;328;45;6,8;0,2;49;6,6;0,2;2008;other;CAN;Students;ENG;> 2;other;younger;19,7;1,5;20,2;1,7;other;child;high;Two;1;1;3;Digits (ENG, L1/L2);V;0;LNS;WM;LNS;LNS;NumberSequencingSpan;3;reversed
Feng (2008);2;70;88;520;45;5,8;0,2;49;5,7;0,1;2008;other;CAN;Students;ENG;> 2;other;younger;19,7;1,5;20,2;1,7;other;child;high;Two;1;1;3;Digits (ENG/L1/L2);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Feng (2008);2;70;88;622;45;5,7;0,1;49;5,2;0,2;2008;other;CAN;Students;ENG;> 2;other;younger;19,7;1,5;20,2;1,7;other;child;high;Two;1;1;3;Squares with different colours;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Luk (2008);1;125;154;61;22;39,6;9,1;39;40,7;7,6;2008;other;CAN;University students;ENG;NA;other;younger;20,55;1,57;21;1,84;other;child;high;One;1;1;3;Clothing items and girl's names (ENG/L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Luk (2008);1;125;154;288;22;44,4;8,4;39;37,2;10,6;2008;other;CAN;University students;ENG;NA;other;younger;20,55;1,57;21;1,84;other;child;high;One;1;1;3;Letters FAS (ENG/L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Luk (2008);1;125;154;240;40;565;68,94;22;533;49,25;2008;other;CAN;University students;ENG;NA;other;younger;20,55;1,57;21;1,84;other;child;high;One;1;1;3;Chevrons;NV;NA;Flanker;Inhibition;FlankerInhibition;Incongruent;GoNogoFlanker;1;
Luk (2008);1;125;154;265;40;601;92,34;22;571;83,6;2008;other;CAN;University students;ENG;NA;other;younger;20,55;1,57;21;1,84;other;child;high;One;1;1;3;Chevrons;NV;NA;GoNogo;Monitoring;GoNogoMonitoring;Congruent;GoNogoFlanker;1;
Luk (2008);1;125;154;472;22;9,7;2,9;40;8,9;2,7;2008;other;CAN;University students;ENG;NA;other;younger;20,55;1,57;21;1,84;other;child;high;One;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Luk (2008);1;125;154;471;22;10,7;2,7;40;9,9;2,8;2008;other;CAN;University students;ENG;NA;other;younger;20,55;1,57;21;1,84;other;child;high;One;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;Corsi;3;reversed
Luk (2008);2;125;155;62;29;32;6,6;39;40,7;7,6;2008;other;CAN;University students;ENG;NA;other;younger;21,34;2,44;21;1,84;other;child;other;One;1;1;3;Clothing items and girl's names (ENG/L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Luk (2008);2;125;155;289;29;32,4;9,8;39;37,2;10,6;2008;other;CAN;University students;ENG;NA;other;younger;21,34;2,44;21;1,84;other;child;other;One;1;1;3;Letters FAS (ENG/L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Luk (2008);2;125;155;241;40;565;68,94;29;569;59,24;2008;other;CAN;University students;ENG;NA;other;younger;21,34;2,44;21;1,84;other;child;other;One;1;1;3;Chevrons;NV;NA;Flanker;Inhibition;FlankerInhibition;Incongruent;GoNogoFlanker;1;
Luk (2008);2;125;155;266;40;601;92,34;29;638;91,55;2008;other;CAN;University students;ENG;NA;other;younger;21,34;2,44;21;1,84;other;child;other;One;1;1;3;Chevrons;NV;NA;GoNogo;Monitoring;GoNogoMonitoring;Congruent;GoNogoFlanker;1;
Luk (2008);2;125;155;473;29;9,2;2,3;40;8,9;2,7;2008;other;CAN;University students;ENG;NA;other;younger;21,34;2,44;21;1,84;other;child;other;One;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Luk (2008);2;125;155;474;29;9,6;2,9;40;9,9;2,8;2008;other;CAN;University students;ENG;NA;other;younger;21,34;2,44;21;1,84;other;child;other;One;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;Corsi;3;reversed
Luk (2008);3;125;156;63;38;40,4;10,2;39;40,7;7,6;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,04;21;1,84;other;child;high;Two;1;1;3;Clothing items and girl's names (ENG/L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Luk (2008);3;125;156;290;36;46;12,2;39;37,2;10,6;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,04;21;1,84;other;child;high;Two;1;1;3;Letters FAS (ENG/L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Luk (2008);3;125;156;242;40;565;68,94;38;548;67,81;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,04;21;1,84;other;child;high;Two;1;1;3;Chevrons;NV;NA;Flanker;Inhibition;FlankerInhibition;Incongruent;GoNogoFlanker;1;
Luk (2008);3;125;156;267;40;601;92,34;38;602;104,8;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,04;21;1,84;other;child;high;Two;1;1;3;Chevrons;NV;NA;GoNogo;Monitoring;GoNogoMonitoring;Congruent;GoNogoFlanker;1;
Luk (2008);3;125;156;475;38;9,6;2,4;40;8,9;2,7;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,04;21;1,84;other;child;high;Two;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Luk (2008);3;125;156;476;38;9,9;2,7;40;9,9;2,8;2008;peer;USA;Young adults;ENG;NA;other;younger;21,05;2,04;21;1,84;other;child;high;Two;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;Corsi;3;reversed
Luk (2008);4;125;157;64;21;36,4;7,6;39;40,7;7,6;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,06;21;1,84;other;child;other;One;1;1;3;Clothing items and girl's names (ENG/L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Luk (2008);4;125;157;291;20;33,7;12;39;37,2;10,6;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,06;21;1,84;other;child;other;One;1;1;3;Letters FAS (ENG/L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Luk (2008);4;125;157;243;40;565;68,94;21;577;64,16;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,06;21;1,84;other;child;other;One;1;1;3;Chevrons;NV;NA;Flanker;Inhibition;FlankerInhibition;Incongruent;GoNogoFlanker;1;
Luk (2008);4;125;157;268;40;601;92,34;21;641;91,65;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,06;21;1,84;other;child;other;One;1;1;3;Chevrons;NV;NA;GoNogo;Monitoring;GoNogoMonitoring;Congruent;GoNogoFlanker;1;
Luk (2008);4;125;157;478;21;9,1;3;40;9,9;2,8;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,06;21;1,84;other;child;other;One;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;Corsi;3;reversed
Luk (2008);4;125;157;477;21;8,5;2,8;40;8,9;2,7;2008;other;CAN;University students;ENG;NA;other;younger;21,05;2,06;21;1,84;other;child;other;One;1;1;3;Blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;Corsi;3;reversed
Bialystok & DePape (2009);1;11;15;873;24;40,5;10,8;24;37,7;10;2009;peer;CAN;Young adults;ENG;> 2;other;younger;22,7;3,7;23,5;3,8;NA;NA;other;NA;1;NA;3;Numbers and letters;V;0;TrailMaking;Shifting;TrailShifting;TrailB;TrailMaking;1;
Bialystok & DePape (2009);1;11;15;605;24;8,8;1,6;24;8,4;1,7;2009;peer;CAN;Young adults;ENG;> 2;other;younger;22,7;3,7;23,5;3,8;NA;NA;other;NA;1;NA;3;Cubes;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Bialystok & DePape (2009);1;11;15;604;24;9,5;0,9;24;8,9;1,3;2009;peer;CAN;Young adults;ENG;> 2;other;younger;22,7;3,7;23,5;3,8;NA;NA;other;NA;1;NA;3;Cubes;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Costa et al. (2009);3;55;70;131;31;139;52;31;112;33;2009;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;19,9;NA;20,4;NA;early;child;high;Three;1;1;NA;Lines and arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Costa et al. (2009);3;55;70;132;31;562;58;31;530;35;2009;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;19,9;NA;20,4;NA;early;child;high;Three;1;1;NA;Lines and arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;ANT;1;
Costa et al. (2009);4;56;71;133;31;90;31;31;91;39;2009;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,3;NA;20,9;NA;early;child;high;Three;1;1;NA;Lines and arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Costa et al. (2009);4;56;71;134;31;587;73;31;531;43;2009;peer;SPA;Undergraduate students;SPA;CAT;SpaCat;younger;20,3;NA;20,9;NA;early;child;high;Three;1;1;NA;Lines and arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;Congruent;ANT;1;
Gutierrez (2009);1;83;101;387;84;27,78;70,59;61;54,3;72,77;2009;other;USA;Students;ENG;SPA;EngSpa;younger;NA;NA;NA;NA;other;child;NA;NA;NA;1;NA;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Gutierrez (2009);1;83;101;388;84;859,31;196,43;61;903,84;216,07;2009;other;USA;Students;ENG;SPA;EngSpa;younger;NA;NA;NA;NA;other;child;NA;NA;NA;1;NA;2 colours/squares;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;SimonColors;1;
Kaushanskaya & Marian (2009);1;101;122;537;20;74,95;20,21;20;77,55;19,72;2009;peer;USA;Young adults;ENG;SPA;EngSpa;younger;20,83;2,82;21,64;2,77;other;child;high;NA;NA;1;1;Digits (L1);V;1;SimpleSpan;WM;SimpleSpan;All;DigitSpan;3;reversed
Kaushanskaya & Marian (2009);2;101;123;538;20;76,67;20,75;20;77,55;19,72;2009;peer;USA;Young adults;ENG;MAN;EngChi;younger;21,1;2,82;21,64;2,77;early;child;high;NA;NA;1;1;Digits (L1);V;1;SimpleSpan;WM;SimpleSpan;All;DigitSpan;3;reversed
Pinto (2009);1;155;196;420;15;6,52;57,33;15;48,82;35,59;2009;other;BRA;Younger adults;POR;HUN;PorHun;younger;38;NA;36,8;NA;NA;NA;high;Three;1;1;3;Squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Pinto (2009);2;156;197;422;15;59,52;172,89;15;37,81;63,95;2009;other;BRA;Older adults;POR;HUN;PorHun;older;68,5;NA;66,33;NA;NA;NA;high;Three;1;1;3;Squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Pinto (2009);2;156;197;421;15;574,67;99,77;15;566,23;74,37;2009;other;BRA;Older adults;POR;HUN;PorHun;older;68,5;NA;66,33;NA;NA;NA;high;Three;1;1;3;Squares;NV;NA;Simon;Monitoring;SimonMonitoring;Congruent;SimonColors;1;
Romano (2009);1;166;211;423;20;42,02;27,91;23;18,14;30,49;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Romano (2009);1;166;211;103;23;0,65;0,14;22;0,68;0,13;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;Letters and equations (no information on language);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;2;reversed
Romano (2009);1;166;211;332;23;10,57;2,69;22;10,8;2,95;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;Letters and numbers (no information on languege);V;0;LNS;WM;LNS;LNS;LetterNumberSequence;3;reversed
Romano (2009);1;166;211;567;23;9,87;1,94;22;10,8;2,07;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Romano (2009);1;166;211;626;23;8,65;1,5;22;7,85;1,46;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;Wooden blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Backward;SpatialSpan;3;reversed
Romano (2009);1;166;211;568;23;6,17;2,1;22;6,25;2;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Romano (2009);1;166;211;627;23;9;1,57;22;8,15;2,01;2009;other;USA;University students;ENG;SPA;EngSpa;younger;20,22;NA;19,65;NA;other;child;high;NA;1;1;1;Wooden blocks;NV;NA;SimpleSpan;WM;SimpleSpan;Forward;SpatialSpan;3;reversed
Romano (2009);2;167;212;424;20;47,06;32,2;17;46,51;38,17;2009;other;USA;Older people recruited through newspaper ads;ENG;SPA;EngSpa;older;71,83;NA;76,6;NA;other;other;high;NA;1;1;1;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
